1,15351;4890;11920;3280;9118
2,3392;9666;8228;16162;8874
3,14930;6092;13357;14359;12619
4,6614;1351;1785;5785;1932
5,11878;4036;6835;9;9031
6,2114;691;1194;220;1719
7,8831;9866;2276;15125;10324
8,6144;8320;8262;1976;3802
9,4863;13496;5356;1145;11907
10,795;3078;1365;10648;13938
11,966;1125;2171;6664;4047
12,11136;10307;4552;950;11196
13,16224;2199;11170;14790;8773
14,4002;3076;10347;6652;3722
15,2443;5005;3099;8525;10196
16,7339;13881;11837;8337;6792
17,9163;14332;9223;1149;8108
18,2720;3450;2722;11348;11062
19,7875;4483;4236;8481;16852
20,12463;11159;12519;13444;16505
21,1666;16861;5246;11749;16297
22,1666;1603;920;10539;1678
23,9760;1491;2984;5604;5782
24,10569;7372;5167;635;14009
25,3469;12431;10899;12149;4911
26,405;5121;7254;3720;7555
27,5120;8852;11183;5746;3
28,3325;52;6808;1840;12230
29,934;14843;4568;1520;5057
30,13704;1193;11694;6325;3316
31,5912;9883;8375;9844;9755
32,9611;12879;3386;12174;13155
33,4211;9967;11752;5019;347
34,13648;13192;3940;16887;15413
35,12192;12037;5756;10109;15277
36,10862;4457;10203;6680;10309
37,1038;7171;3554;11237;12233
38,2481;7336;9569;3908;920
39,443;4670;13535;6902;14630
40,8441;8619;5618;16260;3878
41,3318;490;7809;6188;2079
42,1380;4765;4771;7396;14299
43,12911;9134;5467;1461;3301
44,4769;11825;2401;9721;7767
45,3485;3420;381;9016;1227
46,5751;437;16153;15411;12096
47,13478;16523;16769;6638;12501
48,5129;8223;10978;11403;13358
49,7466;9793;7742;7535;7664
50,2458;5462;3853;5949;4309
51,1666;1184;2328;2251;945
52,8698;14969;1903;7186;3009
53,4604;11170;2140;11798;4639
54,13222;1304;1664;13191;12140
55,353;15233;2876;2199;15575
56,7097;8415;7676;6098;9310
57,12439;2179;6835;3844;3522
58,16635;1239;6231;6466;5527
59,7183;6838;14098;2214;14752
60,635;3893;1973;6835;5432
61,7001;2590;14964;11597;557
62,1077;11060;13737;8606;9879
63,13407;13571;16480;2515;16338
64,8221;366;13353;3777;12091
65,11916;7252;10030;14181;9860
66,5454;5118;3624;11107;12007
67,2823;9476;5591;12728;14644
68,7895;11248;10218;595;10634
69,14667;8549;8128;11393;11421
70,15210;14462;8233;14560;15282
71,2511;5066;3318;3712;6702
72,1347;7470;10249;6580;2928
73,9579;14230;11499;5041;4422
74,12522;9104;1756;7997;825
75,10885;13014;1090;16071;1323
76,6155;15720;293;12046;2458
77,15488;13174;11807;1948;4830
78,12358;9217;13936;4971;13337
79,2484;6291;13655;13767;13673
80,11709;9160;4528;3077;13365
81,4478;1117;1078;16080;15886
82,10497;7624;169;6430;13084
83,2848;2823;5591;10101;572
84,13595;14293;1492;7814;9734
85,2139;12571;3215;12056;10496
86,5833;1902;14509;5048;295
87,14053;3096;15191;7421;6795
88,1831;1837;5483;1011;12018
89,2987;11381;8071;11449;16714
90,4581;5598;4742;1350;12015
91,8004;9954;10675;8272;6796
92,31;6091;6644;1362;288
93,7362;16718;5166;6301;922
94,505;7431;4748;5399;7195
95,12303;2102;1244;13115;6987
96,6337;2310;6398;489;5003
97,879;3714;16060;1947;7379
98,3561;5489;6663;2701;10186
99,6118;16665;1548;10036;15697
100,11233;7444;14884;9572;4791
101,5399;7362;8877;7664;16176
102,671;15203;6092;3495;1103
103,4672;15172;2018;3076;9815
104,2315;11338;5975;3715;13731
105,9929;1326;11335;2309;2994
106,2892;15877;2117;1385;16304
107,11706;1304;4302;13214;2852
108,2900;6427;4743;10400;7459
109,1384;1842;8567;1246;16212
110,11582;15553;5589;9035;12527
111,16758;11228;4161;4024;16803
112,15078;4923;3933;6968;12099
113,444;7996;121;6342;7417
114,4351;8441;5692;1985;15987
115,7535;2743;3070;5693;1939
116,8460;13577;2516;3117;12345
117,2011;8652;1150;11122;10909
118,14086;14273;7299;9382;7274
119,10063;13206;13280;3728;10526
120,2800;14562;9217;5423;4599
121,12174;8361;7415;7066;13009
122,12391;9437;11265;15590;565
123,2979;6875;14794;3214;14117
124,15197;729;2544;6048;5662
125,4672;9810;12842;8370;2426
126,3246;6378;11931;10410;15502
127,14015;2604;14980;15059;14948
128,12419;10317;9442;2553;2307
129,1898;13104;2055;3121;6236
130,13261;4608;1840;7017;13416
131,2617;7645;9459;12770;3647
132,1410;759;14373;13062;8948
133,5745;4993;6964;16251;3857
134,9128;13656;6941;10296;10397
135,5359;4701;12449;10411;6666
136,10102;4711;1860;6604;3338
137,2482;3396;3970;6098;10000
138,1309;16355;6578;1297;12623
139,3703;326;10730;11143;10755
140,11027;5977;858;6860;7884
141,12086;16553;16317;8600;15634
142,8741;3177;11029;8007;8725
143,14577;2615;15289;14983;12109
144,8027;11110;13666;1650;16648
145,181;1032;1676;304;15356
146,16442;14182;15811;13021;13084
147,9760;3689;7641;354;6952
148,11423;797;15925;5194;13602
149,3120;2994;4500;12048;14376
150,4977;8914;10065;4632;526
151,12665;6023;3768;13145;2108
152,12283;16712;13244;9169;1945
153,7565;6554;13784;14999;6608
154,316;1767;12203;3601;16820
155,7399;5119;9879;13757;8743
156,11743;7858;11021;5524;1341
157,14295;1756;13183;12822;4934
158,14409;15315;7331;8423;16056
159,10487;12230;490;6618;542
160,7197;11278;13623;9535;10020
161,1905;9158;16691;1086;5577
162,16903;15261;9678;3694;13208
163,5622;10632;6232;11666;364
164,2083;10354;16760;2469;10774
165,7826;1475;4845;5118;2113
166,6958;13960;14148;5896;9744
167,12469;14832;8930;15623;2615
168,2292;16853;884;10862;5019
169,12057;6958;3067;5646;6053
170,11196;9581;13311;3462;4051
171,11537;603;2154;10006;3988
172,5004;3768;1339;4718;4642
173,14412;1939;3843;13309;5989
174,12607;11787;5265;3422;8915
175,10673;7112;13374;2854;11626
176,10383;1025;11236;16224;412
177,1207;5844;2214;4632;1756
178,5553;7071;7425;8765;7112
179,3263;9404;10601;1242;7620
180,14288;11756;3134;10821;13084
181,5205;10438;683;9245;5595
182,7735;2009;8154;10653;9655
183,13302;11365;12367;15367;12868
184,7862;1597;3199;10163;1648
185,3512;11067;2413;3614;4138
186,1237;6665;14245;8233;15308
187,11747;14309;6740;15025;328
188,12837;15390;16637;1611;8948
189,4964;14921;5626;7607;9764
190,9493;8352;3092;13741;3284
191,8512;14812;2078;6565;2764
192,2451;573;1785;8675;2447
193,16645;1562;1957;16160;1743
194,2269;10066;4713;3293;6933
195,4750;3780;5600;7045;12944
196,15064;9878;12238;9204;16162
197,2933;6690;13309;11417;1495
198,3447;2090;7038;7767;10212
199,7650;6840;15033;9843;9078
200,8860;7038;4479;875;2936
201,6291;13655;13767;13673;14045
202,12837;15754;14366;15409;15108
203,5254;11330;11391;12269;1721
204,14015;3246;15102;14461;7407
205,13379;16116;10983;2705;10012
206,3328;7195;4366;13971;9939
207,6821;11682;14015;4326;12694
208,7700;12825;11327;9756;842
209,1654;3482;5412;4169;16559
210,13345;219;6832;6965;16922
211,7697;2560;4398;2808;13358
212,3049;4821;16487;16827;15923
213,16313;13611;8071;3496;11179
214,13883;14170;8142;10233;2470
215,1151;1125;4450;16648;10082
216,2824;16257;1617;11253;3768
217,2341;2384;285;13338;16130
218,12999;3789;7682;13363;13183
