1,2847;4872;6875;12685;10289
2,10414;14000;15527;15459;15383
3,801;518;2127;4793;5267
4,722;893;1360;491;5746
5,12595;6089;14877;2707;3541
6,690;662;900;6038;5549
7,3293;6724;7496;8645;8681
8,9228;5026;3361;3210;1640
9,3446;4833;6979;9850;9056
10,6621;7591;747;8704;5003
11,2993;3673;1424;5041;3570
12,4011;2095;1117;5006;9781
13,2290;10988;8139;9836;1539
14,1404;2903;6038;2830;7001
15,7030;2627;7085;1035;2790
16,824;11620;13800;10868;15581
17,8021;2638;10919;1181;221
18,2721;3971;6417;3592;11696
19,2465;4630;3006;752;625
20,11212;14019;13445;13096;2853
21,1535;1008;1690;5889;5903
22,1169;1626;2417;1195;5887
23,712;4462;3068;1116;3688
24,7562;10758;10316;13547;14503
25,14901;14036;15329;14068;15641
26,1722;5820;2212;1293;1775
27,5978;3971;8902;4407;12771
28,101;2598;1085;3468;478
29,1214;227;3201;710;6092
30,3534;4719;2524;7019;1105
31,3530;4095;1705;1585;6424
32,4212;13320;8837;3756;3188
33,5775;10305;453;6707;9894
34,10183;3647;12044;12228;13332
35,3778;5849;9500;12332;2215
36,6318;1923;4874;68;2031
37,1131;10911;43;237;11247
38,2683;860;6549;452;9294
39,14575;14688;2713;9537;8341
40,5619;5617;5623;5629;5631
41,1248;2654;8734;1920;1402
42,1383;1450;4455;5821;9745
43,4134;3159;10798;10405;11949
44,2405;6170;3840;7735;2204
45,1707;227;2039;3389;5274
46,230;1885;3023;1649;3529
47,13059;12517;15226;15111;15512
48,3213;2024;4870;3126;8337
49,3414;1728;2195;3898;7825
50,2063;4915;6716;768;1193
51,329;2391;1892;1204;1010
52,7000;3429;8942;8267;3121
53,451;877;227;8840;6024
54,2492;10283;5914;6725;6036
55,1743;2512;2803;2707;6820
56,5514;4529;494;8387;1200
57,6784;3537;10249;272;1977
58,6160;12298;11941;6295;15114
59,10948;8000;6582;12348;14280
60,6097;4923;4985;5149;821
61,353;846;10531;5950;1991
62,10475;248;8298;9993;10579
63,3816;5453;11711;11611;9258
64,634;747;916;629;1826
65,4118;13181;14279;14098;3754
66,5648;3989;2031;13494;6345
67,2354;5751;9187;1123;7361
68,11708;6348;7373;11924;11619
69,2070;8124;11386;11404;11412
70,12466;15736;15311;3314;3169
71,922;1010;3738;2217;4345
72,2398;4335;8095;8702;4515
73,6189;1625;7208;76;4207
74,7637;4087;1091;9380;5262
75,7605;11970;16094;64;314
76,3530;4;10287;7594;9775
77,2165;5312;9276;11176;594
78,447;5068;4308;11651;6760
79,13708;13720;13750;13756;13787
80,4686;2789;559;945;629
81,978;5045;3214;1662;500
82,832;7995;10948;6666;12220
83,1245;2199;1733;4935;7275
84,8734;822;6112;4193;9758
85,2479;2716;2326;3547;11503
86,1666;1052;221;4604;2794
87,638;2535;3811;7606;12272
88,1820;1824;1822;1838;1842
89,1934;681;1864;1201;78
90,3600;100;568;4586;5741
91,531;7878;1951;3574;482
92,658;138;448;136;7397
93,5744;11867;1932;11879;1701
94,318;2312;1764;3908;7508
95,148;174;309;379;3116
96,120;33;3649;1904;5855
97,2103;3892;1455;1949;1971
98,3974;6310;6809;756;1364
99,5956;4028;4136;1682;7483
100,140;2546;4427;411;2392
101,3389;3657;1483;2356;2463
102,1863;1424;5829;4821;2091
103,1333;4255;2435;4610;9494
104,2054;14392;12424;13242;3777
105,6388;10900;10013;11196;10213
106,791;1332;547;748;6326
107,14658;15316;14388;14818;10789
108,7403;2222;7979;10578;1390
109,1048;401;15;3078;3086
110,491;1853;50;931;1850
111,2561;6786;5062;2691;11406
112,107;6413;10171;2916;8246
113,140;1925;1372;6826;4848
114,8835;10412;6522;846;14947
115,2238;9120;2217;9765;4480
116,904;2712;5810;1333;15171
117,20;94;3423;478;485
118,15464;15677;12991;15074;15784
119,152;1441;8326;484;330
120,657;4737;2112;2389;341
121,8029;427;2510;793;49
122,5344;3192;9047;6260;2619
123,4626;6571;14813;10741;14608
124,157;4447;3114;315;554
125,4791;889;4005;657;1024
126,666;2228;8607;10371;6660
127,11208;2583;14922;8338;16665
128,2668;8279;9167;12305;12054
129,9642;15300;15666;15700;15359
130,2761;12297;13815;11148;12454
131,9420;14080;13522;14347;3259
132,1409;5208;7823;9355;13009
133,13964;15934;16374;16792;15587
134,1047;5873;3878;7055;2984
135,2690;1436;7739;231;889
136,3845;1829;640;2079;482
137,1733;6483;838;8859;7823
138,251;1257;2035;1556;1799
139,98;1791;9122;6563;13146
140,831;857;859;861;855
141,15817;16186;16359;15380;15499
142,77;1119;2899;2967;6385
143,4350;509;768;1898;13933
144,10884;5035;13492;11939;11187
145,120;122;136;3;305
146,8815;421;2710;13374;14972
147,2339;22;11015;12654;1556
148,2023;2517;11579;8263;2694
149,6628;4329;2303;5250;11955
150,594;7226;8768;5604;3982
151,14195;11889;3065;13361;12234
152,4859;1028;11925;2303;16099
153,8092;5689;5298;1788;3058
154,9672;11206;4855;12277;11031
155,2534;2471;1563;484;19
156,210;50;429;12407;10188
157,3737;732;3065;4265;10271
158,4357;10151;11213;5005;6184
159,1941;1595;478;3891;4573
160,2740;5313;16;9274;2228
161,6603;4399;710;915;7678
162,14855;4839;13070;12438;13746
163,3645;1255;3643;5535;4726
164,850;821;2471;2293;1129
165,213;903;336;1051;14544
166,1738;13440;10164;15310;3022
167,4619;1141;6001;7616;11526
168,1402;2921;4421;3054;3017
169,6867;6871;1452;6654;5561
170,73;1865;2724;1051;496
171,3350;3090;1486;1136;15621
172,4850;7692;648;4784;15810
173,76;4741;7673;2986;8495
174,2541;284;3093;9871;9599
175,2449;1881;5362;5088;1069
176,707;2202;9442;11113;976
177,1802;1180;2782;4821;3533
178,3090;1930;4988;1417;2793
179,10523;3188;7355;8976;334
180,3354;3054;12148;11859;8889
181,2199;789;6302;8963;7579
182,719;1483;11759;10766;9999
183,13895;15107;13759;16646;16295
184,3252;5251;2679;4471;4806
185,4577;2903;4502;715;3746
186,6645;1981;601;9992;10908
187,918;8260;67;5774;1235
188,10360;3481;13383;14579;10439
189,5962;7325;9762;3494;254
190,1232;1920;1091;5089;4207
191,1420;1780;3897;6154;399
192,1039;8980;7972;9127;16798
193,16759;16367;16908;16504;16867
194,822;6085;1961;7931;63
195,2;253;4194;5020;1633
196,8749;16336;12791;6360;15263
197,1330;1766;9110;9772;8225
198,1351;9285;756;8702;13508
199,3847;5992;5026;15233;10407
200,4614;1220;7469;2241;1214
201,13636;13650;13662;13672;13688
202,14919;15757;15654;15769;16306
203,1073;7216;11922;10745;9632
204,10467;778;12881;14621;1978
205,12108;8783;16082;16458;10290
206,5619;5629;5633;5510;4757
207,11596;12725;13953;1082;11572
208,4134;4256;4260;5323;3052
209,3388;3486;4092;3405;1553
210,8203;6442;11346;17;14117
211,2057;2716;7681;7490;2614
212,2166;3581;6379;7633;2388
213,1023;221;3381;1214;228
214,3765;747;2446;4443;9565
215,126;1128;1339;3982;566
216,3155;2517;40;15363;16249
217,656;2799;2794;1938;1889
218,1222;521;7783;1036;2222
219,4739;3784;5076;28;3726
220,8213;9021;12713;1284;14164
221,2851;3927;4201;3182;9619
222,56;713;210;253;478
223,2331;7491;9592;680;9104
224,437;7625;6067;5430;3711
225,1874;7630;8531;12801;3172
226,12683;1562;12481;8005;13569
227,244;1708;4774;2403;4463
228,3712;9614;562;6545;8477
229,1699;228;10250;1006;369
230,831;2681;2966;10410;2124
231,3516;6979;6784;3371;9056
232,2449;897;2821;2692;2019
233,2312;8674;8676;8541;5274
234,8152;6995;12667;9676;960
235,6705;2765;9679;2069;6433
236,4661;10574;4127;11094;6761
237,1481;2711;3813;846;7193
238,12775;15800;14879;12957;11336
239,7185;639;10925;11687;11049
240,13407;11825;1602;1698;1558
241,4431;2506;6193;747;414
242,5323;1919;12854;5248;4250
243,1656;8372;8727;9915;10351
244,8610;11012;12795;1557;11250
245,126;269;9359;550;9445
246,2;170;5599;12985;9142
247,8827;7780;2981;14836;10675
248,553;110;8582;4070;1938
249,3679;2453;7981;6395;1366
250,2626;3270;1994;3907;1118
251,4115;5355;2988;271;5351
252,703;4732;7814;7662;3673
253,11796;16384;10717;8402;11246
254,7378;13079;1738;14783;11247
255,10849;271;9258;2466;14533
256,7256;10663;1605;2329;6104
257,9558;2711;2648;1051;4982
258,3493;8076;7290;9473;1214
259,705;486;7588;3;3496
260,2180;3378;7355;1965;4070
261,491;5285;9678;9442;10365
262,4556;295;3188;461;33
