1,9427;429;2935;4872;10289
2,3558;1867;14000;14373;15405
3,2127;2811;15865;4793;10880
4,491;8755;13903;1231;7663
5,7251;14009;10590;11905;8076
6,8366;10994;690;12695;13583
7,7496;10704;7498;4764;8814
8,15156;3361;9228;10870;3210
9,3485;4833;6979;6744;4959
10,10060;2205;840;1930;5664
11,3673;2993;3570;5041;7738
12,4012;15098;2095;10108;427
13,5174;10088;4901;7345;14491
14,7473;6402;2830;2903;1404
15,10738;2014;15867;5367;10716
16,13351;15642;16099;1872;2724
17,4284;8021;10967;16338;5406
18,2721;3971;5291;3836;9149
19,2111;4110;10751;10497;205
20,14524;13445;8028;14019;2853
21,14932;1804;2963;5889;1008
22,1169;8307;5887;15180;1586
23,712;10466;5777;3068;2799
24,15219;13547;10758;11880;3154
25,6384;14901;15641;1639;12006
26,4733;5769;1522;1206;1190
27,5978;4407;10280;12771;5790
28,1085;3468;6016;3843;101
29,10785;7828;13426;13464;5824
30,5290;9985;11750;2306;6392
31,7727;1585;6852;14012;15131
32,4212;8216;4937;12823;3615
33,10772;11092;10305;11986;6039
34,15909;16193;14989;12551;12228
35,10507;2215;7144;10768;13954
36,2987;1358;14412;6318;9184
37,1389;16176;16269;10213;1351
38,6549;15307;542;14204;6586
39,13114;925;8345;3197;11240
40,5619;5631;11931;8098;3458
41,6399;4213;8679;2352;14386
42,4455;6204;8888;3060;2187
43,12752;6470;10798;6352;8344
44,10557;5360;3840;7735;6293
45,3485;227;6965;11110;1250
46,1197;3984;6601;8251;8616
47,15226;13059;16963;7825;11577
48,2024;1646;15974;1956;8367
49,10815;5478;16033;1341;2195
50,2063;4915;11208;6716;7334
51,5268;2126;329;5894;2391
52,9977;12681;13266;14673;13556
53,9171;2448;451;10343;9373
54,5914;1304;12384;11208;2492
55,2707;6820;2803;13842;9560
56,4529;494;10902;11051;16864
57,14591;15977;14566;7191;3499
58,11233;8532;12298;9456;2358
59,10948;12348;3793;8518;13169
60,2778;15188;5348;3789;7510
61,14830;1602;16892;1324;3006
62,3883;11061;7784;15159;6069
63,11611;13963;604;5585;7345
64,634;10967;6652;2356;4483
65,8045;14279;606;12009;4118
66,2031;13494;10272;5648;3989
67,829;985;4188;7246;1123
68,11708;7373;12461;10433;1088
69,11464;11446;8124;2070;13921
70,12466;6244;1524;5456;15368
71,1397;8335;2217;922;1115
72,9741;13366;435;2332;12250
73,844;15862;9181;8463;6189
74,9380;15188;4087;4397;6478
75,15781;15627;15310;14450;8936
76,12510;10287;4073;10697;14931
77,11269;2908;518;15393;5860
78,5068;6760;15031;3771;14920
79,13708;13750;15120;8809;1136
80,4686;7024;4225;3446;13728
81,978;979;763;13158;237
82,2150;7208;11270;6350;5159
83,3512;6697;10031;10595;15235
84,8734;2480;9752;3657;5264
85,8162;12537;13444;7047;4096
86,9727;1052;1666;6683;9371
87,12298;2535;3747;6638;8319
88,6817;15877;3944;5549;1877
89,11194;57;14204;10626;11553
90,4586;3600;287;100;4900
91,11232;8137;12164;13270;482
92,658;10369;8066;7117;9655
93,1701;4670;4325;5777;11879
94,1764;8207;10690;4973;15072
95,174;148;4888;3116;9475
96,3649;13371;5855;7423;10952
97,4791;3892;1971;9531;5023
98,15199;3974;6310;3684;12057
99,4028;10232;9757;7479;5310
100,924;3027;140;16330;5420
101,2356;14255;2406;16176;4656
102,9119;9625;1152;7075;401
103,4255;1333;6350;9494;4013
104,12424;14392;2054;2066;3777
105,10213;3602;8975;9286;269
106,3652;791;4894;1332;8216
107,16843;7812;14658;10789;7891
108,5527;10185;4037;10578;7403
109,401;4487;3159;12991;8910
110,1850;14882;491;5161;6404
111,2072;10497;12557;9594;2089
112,2164;15704;6413;9436;12996
113,9903;8755;924;5975;10153
114,10412;14947;6522;7576;10720
115,2238;7924;5754;242;4480
116,5810;4191;302;11724;6434
117,14219;603;6316;9785;12149
118,16459;15321;12991;7598;15784
119,12207;242;3436;8487;10089
120,657;12418;8210;6766;10739
121,8029;427;2510;740;8282
122,5344;289;9243;8310;3192
123,4626;6571;4618;1579;11161
124,157;15188;315;2419;4447
125,4791;889;5827;11519;12959
126,7727;2228;698;12837;870
127,16349;9609;8590;2519;9283
128,12401;10030;13646;6809;9167
129,15700;14377;14312;4330;8264
130,13815;12454;7620;13259;15802
131,9420;3259;13522;6304;13146
132,14157;8029;6723;5208;8925
133,13964;14695;11880;7013;2974
134,1715;1047;14000;3878;722
135,7739;16283;4981;13518;14839
136,640;7084;2079;6625;14194
137,8117;13456;3985;838;114
138,4650;5505;9848;1313;11790
139,8916;15658;6563;15098;1791
140,859;831;855;861;7118
141,14636;16359;16884;13569;16908
142,11219;8144;11203;6385;14415
143,13549;4350;11772;12700;5168
144,11187;13492;11939;14363;10629
145,78;4823;505;11750;6335
146,12600;6648;14879;7714;16537
147,8699;4586;14918;22;13353
148,13081;12430;8263;2012;12524
149,3175;4329;2770;5250;6160
150,3982;14176;15096;6918;7540
151,8165;5933;11353;12872;11735
152,3498;7388;8799;1975;5667
153,14732;8092;11445;13442;4043
154,4855;4775;8444;15014;12277
155,2534;14592;12132;11098;13180
156,160;12297;4519;2;50
157,3065;3737;14098;1001;732
158,13253;6184;12023;13940;13737
159,4461;4573;1595;3891;3516
160,2740;5313;9031;204;5738
161,833;11353;6119;11223;9163
162,6132;14855;1413;16936;83
163,6031;3643;9440;3491;7734
164,15016;8316;11344;4931;2920
165,213;8800;13891;11360;3686
166,15219;3022;1738;7219;10164
167,11526;15118;1640;12039;4569
168,2921;942;1880;10201;4421
169,6867;5561;10034;5208;6871
170,9447;13890;16248;1051;9231
171,13431;5317;3757;3350;44
172,13948;10258;357;13061;11187
173,15796;2793;3026;8098;9835
174,9599;2541;818;9760;4168
175,5408;2449;7016;1781;924
176,11015;3673;707;15515;13363
177,6288;2782;10061;4821;11300
178,3090;8472;7417;5202;1960
179,8257;9625;965;3908;8976
180,11859;3054;3354;9631;5605
181,597;13963;7579;3063;1168
182,13282;1483;719;11759;11363
183,13895;16646;13759;7378;15107
184,2411;5729;4564;2317;2679
185,2903;971;1357;3068;11789
186,6645;15394;4110;5363;15584
187,9778;2954;13365;6165;9184
188,8925;3481;13394;9152;16512
189,9825;9762;7169;10793;5962
190,10103;1091;7187;4433;1281
191,15929;9784;2262;1420;15077
192,4866;1039;2452;12426;3233
193,16908;16504;12095;13002;16759
194,13695;6619;6429;11273;7931
195,714;1633;253;2;14121
196,8749;13311;9908;12791;9456
197,1330;9110;3769;645;13169
198,10443;11978;14184;434;9020
199,9971;3847;5026;3839;12377
