1,12804;15895;4890;16425;13459
2,943;5573;1483;8991;1844
3,7301;7921;7873;1770;5130
4,710;6614;1351;9037;5785
5,5500;1301;11878;13251;4036
6,8035;650;691;8366;954
7,7493;13407;9830;14867;11293
8,6144;13588;2527;8816;5843
9,4904;3447;10965;4863;4507
10,2096;8712;10821;10;14330
11,967;966;4781;4703;241
12,4610;14288;4639;12314;10277
13,3628;16040;3601;9246;14381
14,3076;8800;4002;4580;2879
15,4421;7454;8525;13448;10196
16,8317;15114;3084;11641;7339
17,2795;9223;886;12202;5850
18,4140;2720;2722;13523;5929
19,7723;5995;13956;4236;4798
20,11329;13444;15021;13492;13943
21,5633;5635;9552;1603;5631
22,944;5880;1666;1603;5878
23,3639;4463;9760;7507;2788
24,14581;12510;15226;11957;15866
25,15601;15349;8327;4202;16326
26,4882;7555;7287;405;10172
27,5746;9843;7903;16827;8579
28,6801;3325;6808;12230;1840
29,934;5057;14843;4568;1520
30,12521;13704;5739;1193;8235
31,587;1564;1645;4587;1641
32,9611;14135;12879;6178;3819
33,10389;9165;7546;12256;9967
34,12531;16384;11919;9164;15414
35,11367;2836;7916;6881;4172
36,6740;11200;8594;3948;13860
37,11237;1038;7171;12294;7502
38,3974;3294;2821;5373;3908
39,14630;13535;3082;443;4670
40,5636;5620;5630;5634;5616
41,1236;16502;2390;15833;6430
42,7632;1981;6404;1380;4865
43,5323;11742;10617;4263;4252
44,1101;10482;1866;12188;4102
45,3429;3485;381;3420;1227
46,5234;620;1645;246;1032
47,11957;15769;13002;14444;16620
48,1621;1583;9364;15792;6433
49,10816;8155;9697;3442;3332
50,1313;12561;10294;10978;10188
51,1666;1676;9393;6339;1182
52,15690;14150;13471;6324;3915
53,4610;6022;4639;2447;4213
54,13146;14361;12225;5788;6304
55,466;4144;6661;2876;6116
56,1538;14631;9775;6994;10355
57,12465;11036;6796;12439;8697
58,12245;8532;15365;15224;16057
59,14279;9354;615;11667;13288
60,10926;6921;1158;4957;846
61,7723;12145;7001;5122;12384
62,10845;9825;5282;1016;1077
63,615;11667;12632;5839;13248
64,10053;366;8221;13353;2392
65,4117;13217;4696;14768;9860
66,5647;5685;2449;2784;7102
67,923;960;5564;14512;985
68,10736;9903;13219;14673;3982
69,8128;11461;6906;5671;8202
70,15210;14496;14560;14462;8233
71,1048;5089;977;1826;5366
72,7470;4102;15116;13176;11237
73,9579;1143;6828;3134;2779
74,10645;5263;7997;2736;12522
75,16226;11958;6992;15485;14642
76,6155;16832;9774;1659;7003
77,3421;13174;2302;9289;4255
78,12358;9121;3019;12580;3204
79,13707;3632;13767;13695;13713
80,2795;2778;15740;11092;11709
81,4478;842;269;16123;2407
82,11269;9832;8636;4369;15288
83,3652;11311;791;1488;476
84,14293;7814;13595;7612;8918
85,12242;12701;817;15099;8419
86,9656;7140;11626;1210;10032
87,15191;6795;16915;6442;14053
88,1331;1837;1821;1831;3908
89,4433;2987;10326;8071;11449
90,5782;4463;7350;810;1350
91,1618;704;10604;6796;7277
92,31;4022;2266;6091;4815
93,5412;9293;7362;16718;4409
94,98;7738;177;1933;505
95,318;4287;275;1244;14329
96,266;8442;87;10508;6128
97,682;4788;889;1947;2101
98,547;15098;6783;2076;9530
99,6265;4332;9061;4080;8112
100,4428;7923;13492;2445;6503
101,3436;11326;5292;10365;16176
102,5799;16088;1004;8446;10614
103,4446;12895;4012;681;9234
104,11338;10606;15072;10153;13437
105,4063;13616;9929;13464;2994
106,1385;1488;596;569;9860
107,16900;16978;15317;1615;12446
108,11671;4037;10579;10444;6427
109,1384;16212;4926;2370;8012
110,14537;8131;7391;11906;1867
111,2567;3510;15487;16758;4161
112,3933;3943;14114;8327;13294
113,4149;7417;7371;6827;163
114,4351;9164;13302;4488;13736
115,9828;2229;9865;6427;7318
116,6743;12842;12396;6470;6896
117,98;9778;6055;8995;7982
118,10622;11495;10595;7437;13209
119,2795;10967;2490;16480;14073
120,6771;13862;525;14562;10739
121,12174;13009;8361;7415;4213
122,8860;5509;4962;10359;12588
123,14794;15912;14610;4625;6875
124,729;6048;15197;2540;6794
125,1931;12752;1135;560;7271
126,6378;5581;3246;5123;11931
127,16741;10339;14401;16514;16931
128,7420;7268;11996;11808;10317
129,14192;14919;12446;15670;14144
130,9542;12362;15408;14589;13261
131,13495;12478;15558;14011;14926
132,13202;1410;2251;6687;10743
133,10330;16905;16251;15401;16754
134,8800;3669;4917;4371;10296
135,5359;1937;13221;12449;10411
136,7185;10102;6604;2692;639
137,6448;2040;4608;112;11653
138,5476;5872;6662;1297;1309
139,3369;3703;803;9596;15972
140,864;7239;9351;832;856
141,16934;15737;15994;16863;16881
142,2476;2083;9836;1996;2779
143,2615;5309;9920;47;10886
144,11329;3982;10496;8027;9165
145,4822;7909;2839;181;1158
146,14664;16442;12244;361;13021
147,9760;3689;7641;354;3050
148,3900;8998;13081;11494;14551
149,143;12048;14376;710;5585
150,7764;526;10306;10431;9967
151,16354;12665;6023;13145;538
152,10046;8738;12283;1945;16712
153,7565;14276;11096;13784;14999
154,10434;12203;14821;2490;221
155,12362;482;714;9879;16326
156,55;11073;1872;11021;12124
157,10949;11590;4934;10034;13248
158,4353;1387;1752;14409;2914
159,85;469;1358;4032;1943
160,10020;16827;6185;8322;13623
161,8889;3412;6758;7753;8847
162,16063;16903;9678;3807;3959
163,3644;8833;9440;2398;1254
164,15935;2469;10354;2083;10622
165,7826;12353;8373;4449;2536
166,5681;15358;9131;14148;13872
167,12469;7615;16411;14832;4623
168,3834;475;16853;884;7552
169,668;1169;6868;3063;330
170,1866;1856;1868;7391;491
171,3352;12672;13471;3349;5323
172,9424;4034;9264;5004;545
173,3982;7764;8954;8159;8238
174,10610;4414;2866;3681;5076
175,7112;9802;8660;13365;10673
176,1025;16224;3090;1351;10383
177,935;2352;1207;4700;15260
178,5555;4886;5553;11517;5390
179,9259;7553;14996;5367;7658
180,4442;10323;14030;10821;3283
181,3006;12237;11306;11590;6176
182,11756;1483;2761;11762;13018
183,5060;9270;13892;14505;16172
184,1989;2297;4472;2411;2680
185,5340;7001;2538;4138;9127
186,6665;2112;14245;1237;1247
187,14178;2392;1143;328;4235
188,16519;14446;13132;1667;4817
189,9330;9764;4070;10710;229
190,7210;1830;9493;3092;5194
191,6565;2078;5785;5853;4682
192,14204;2451;1785;13839;573
193,16830;10697;7380;14481;4386
194,5818;6325;2269;7744;5869
195,114;5597;3991;170;4799
196,16864;6105;16162;6571;16749
197,9617;4720;1754;4938;646
198,7467;454;3415;710;11552
199,12980;13521;4140;9843;4621
200,9865;9829;7509;1214;12703
201,13707;3632;13767;13695;13713
202,15438;16272;16884;14842;15627
203,12152;7212;5254;10248;11330
204,14733;3246;15102;14264;12581
205,1989;15664;7757;13092;11880
206,5636;5620;5630;5634;5616
207,16272;14919;6080;15317;12446
208,4255;4259;4263;4253;4261
209,8386;9788;15283;5935;11697
210,8532;16809;6965;8427;1226
211,7673;4557;2054;10053;8512
212,3049;8912;1485;7634;1202
213,9174;12967;7424;1012;1024
214,12870;12769;2654;16577;2057
215,4450;1362;5546;9172;7331
216,1617;16179;8249;5692;2457
217,9871;2341;5426;6920;14032
218,7108;7600;8323;1219;4821
